user_lang,user_description,hashtags,user_time_zone_placename,user_friends_count,user_utc_offset,id,sentiment,user_screen_name,user_location,user_favourites_count,user_verified,content,score,tweet_favorite_count,user_name,tweet_retweet_count,user_followers_count,user_time_zone_coordinates,user_mentions,trackback_author_url,short_file_name,user_location_coordinates,file_counter,tweet_geo,firstpost_date,user_listed_count,url,tweet_retweeted,user_geo_enabled,user_time_zone,tweet_favorited,user_location_placename,trackback_author_nick,tweet_place,trackback_permalink,tweet_coordinates,tweet_in_reply_to_screen_name,user_statuses_count,tweet_timestamp
en,"vikings fan, dog lover, living with cancer/multiple myeloma since 5/2/2011, lots of ideas, and waiting to be a guest on a late night talk show",myeloma~bloodcancer~LLS,,1113,-25200,442762118463356928,-3,MPG61,"long beach, ca",894,False,"fellow #myeloma &amp; #bloodcancer survivors, we have a blood cancer march madness bracket. $20. half of funds to #LLS  DM me email if u want in",7.9844255,1,Matt Goldman,1,324,,,http://twitter.com/mpg61,Jan to May\Blood\Tweets_BloodCancer.csv,,2,None,03/09/14,14,http://twitter.com/mpg61/status/442762118463356928,False,False,Pacific Time (US & Canada),False,,mpg61,None,http://twitter.com/MPG61/status/442762118463356928,None,None,4771,1394341200.0
en,"Patient Advocate and Mentor, Patient Services Volunteer, Myeloma Survivor, Retired Educator, and Life-long Learner #MMSM #HCSM",myeloma~bloodcancer~LLS,,1945,-14400,442788444046389249,-4,MyelomaTeacher,"Lawrenceville, New Jersey",1338,False,"RT @MPG61: fellow #myeloma &amp; #bloodcancer survivors, we have a blood cancer march madness bracket. $20. half of funds to #LLS  DM me email …",7.049047,0,Myeloma Teacher,1,2152,,MPG61,http://twitter.com/myelomateacher,Jan to May\Blood\Tweets_BloodCancer.csv,,2,None,03/09/14,73,http://twitter.com/myelomateacher/status/442788444046389249,False,True,Eastern Time (US & Canada),False,,myelomateacher,None,http://twitter.com/MyelomaTeacher/status/442788444046389249,None,None,17573,1394341200.0
en,"TKE, Martial Arts Educator, Success Coach, Entrepreneur, Marketing Nerd, Speaker, Athlete, Health Consultant",favorite~lungcancer~bloodcancer~LongIslandMedium,,1928,-18000,442832100203315200,2,ttraudt2,"ÜT: 40.833928,-96.629553",1963,False,.@LungCancerFaces thanks for the #favorite my uncles passed from #lungcancer &amp; close friend passed from #bloodcancer #LongIslandMedium @TLC,11.009891,0,Timothy Traudt,1,1008,,LungCancerFaces~TLC,http://twitter.com/ttraudt2,Jan to May\Blood\Tweets_BloodCancer.csv,,2,"{u'type': u'Point', u'coordinates': [40.83355774, -96.63627998]}",03/10/14,32,http://twitter.com/ttraudt2/status/442832100203315200,False,True,Central Time (US & Canada),False,,ttraudt2,"{u'country_code': u'US', u'url': u'https://api.twitter.com/1.1/geo/id/3af2a75dbeb10500.json', u'country': u'United States', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-96.797721, 40.726334], [-96.59443, 40.726334], [-96.59443, 40.886144], [-96.797721, 40.886144]]]}, u'contained_within': [], u'full_name': u'Lincoln, NE', u'attributes': {}, u'id': u'3af2a75dbeb10500', u'name': u'Lincoln'}",http://twitter.com/ttraudt2/status/442832100203315200,"{u'type': u'Point', u'coordinates': [-96.63627998, 40.83355774]}",None,30901,1394424000.0
en,"#WorldLungCancerDay is August 1st. Change your avatar to the WLCD logo to help spread the word. Love & miss you, mom. #NoStigma #ImStillHere #StayAlive #LCSM",favorite~lungcancer~bloodcancer~LongIslandMedium,,2136,None,442838831247527936,2,LungCancerFaces,"Deana Hendrickson, Los Angeles",23742,False,RT @ttraudt2: .@LungCancerFaces thanks for the #favorite my uncles passed from #lungcancer &amp; close friend passed from #bloodcancer #LongIsl…,6.99089,0,Faces of Lung Cancer,1,4519,,ttraudt2~LungCancerFaces~TLC,http://twitter.com/lungcancerfaces,Jan to May\Blood\Tweets_BloodCancer.csv,,2,None,03/10/14,120,http://twitter.com/lungcancerfaces/status/442838831247527936,False,False,None,False,,lungcancerfaces,None,http://twitter.com/LungCancerFaces/status/442838831247527936,None,None,21815,1394424000.0
en,"CEO/Founder Let Life Happen, 2x #BreastCancer / #DV Survivor, #PatientAdvocate, Award winning blogger, About com BC Expert, Founder @whenBChappens",bloodcancer~Imburvica~lymphoma,,10855,-25200,443002723491774465,2,letlifehappen,Los Angeles,88,False,"FDA Approves Imbruvica for Mantle Cell Lymphoma http://t.co/Wjw4q4fARt
 #bloodcancer #Imburvica #lymphoma",10.736999,1,Barbara Jacoby ,0,15491,,,http://twitter.com/letlifehappen,Jan to May\Blood\Tweets_BloodCancer.csv,,2,None,03/10/14,633,http://twitter.com/letlifehappen/status/443002723491774465,False,False,Pacific Time (US & Canada),False,,letlifehappen,None,http://twitter.com/letlifehappen/status/443002723491774465,None,None,56776,1394424000.0
en,The Robert H. Lurie Comprehensive Cancer Center of Northwestern University is committed to being a national leader in the battle to overcome cancer.,bloodcancer,"Time Lab, Rochester, NY 14607, USA",2273,-18000,443009194518528000,5,LurieCancer,"Chicago, IL",3138,False,Have an outstanding mentor? Recognize him/her through the @ASH_hematology Mentor Award. Details: http://t.co/chvHNXh4Z3 #bloodcancer,7.5293617,0,Lurie Cancer Center,0,2164,"(43.1527442, -77.60134339999999)",ASH_hematology,http://twitter.com/luriecancer,Jan to May\Blood\Tweets_BloodCancer.csv,"(41.8781136, -87.6297982)",2,None,03/10/14,88,http://twitter.com/luriecancer/status/443009194518528000,False,True,Central Time (US & Canada),False,"Chicago, IL, USA",luriecancer,None,http://twitter.com/LurieCancer/status/443009194518528000,None,ASH_hematology,6078,1394424000.0
en,"We are dedicated to ensuring that anyone affected by blood cancer receives the right information, advice & support. Call the Care Line for support 08088 010 444",bloodcancer~London,"Dublin, Ireland",1273,3600,443059254438952960,4,LeukaemiaCAREuk,UK,799,False,We're need your thoughts on a #bloodcancer support group we're hoping to launch in #London with @MaggiesCentres http://t.co/5ytCu5tCkr,12.406816,0,Leukaemia CARE,3,1872,"(53.3498053, -6.2603097)",MaggiesCentres,http://twitter.com/leukaemiacareuk,Jan to May\Blood\Tweets_BloodCancer.csv,"(55.378051, -3.435973)",2,None,03/10/14,42,http://twitter.com/leukaemiacareuk/status/443059254438952960,False,False,Dublin,False,United Kingdom,leukaemiacareuk,None,http://twitter.com/LeukaemiaCAREuk/status/443059254438952960,None,None,3754,1394424000.0
en,"Clinical Hypnotherapist, Psychotherapist,Specialist cancer therapist.Speaker,Influential teacher,proud father. #pni #therapy #cancer #nlp #confidence.",bloodcancer~London,"London, UK",894,3600,443060472620015616,4,darrensolutions,"Cardiff, Wales, (UK)",2046,False,RT @LeukaemiaCAREuk: We're need your thoughts on a #bloodcancer support group we're hoping to launch in #London with @MaggiesCentres http:/…,7.5988154,0,Darren Page ,3,793,"(51.5073509, -0.1277583)",LeukaemiaCAREuk~MaggiesCentres,http://twitter.com/darrensolutions,Jan to May\Blood\Tweets_BloodCancer.csv,"(51.48158100000001, -3.17909)",2,None,03/10/14,13,http://twitter.com/darrensolutions/status/443060472620015616,False,True,London,False,"Cardiff, Cardiff, UK",darrensolutions,None,http://twitter.com/darrensolutions/status/443060472620015616,None,None,18439,1394424000.0
en,"TV GUIDE MAG Senior Writer & sick TV freak. Opinions are my own, RTs not endorsements. Also, NO SPOILERS.",BloodCancer,"Time Lab, Rochester, NY 14607, USA",2103,-18000,443073405764378624,4,TVGMDamian,Philadelphia,482,True,"Wanna be awesome? Follow and donate to (if you can) @HEADstrongFnd, an amazing group advocating for those battling  #BloodCancer",13.953686,4,Damian Holbrook,12,20064,"(43.1527442, -77.60134339999999)",HEADstrongFnd,http://twitter.com/tvgmdamian,Jan to May\Blood\Tweets_BloodCancer.csv,"(39.952335, -75.16378900000001)",2,None,03/10/14,871,http://twitter.com/tvgmdamian/status/443073405764378624,False,False,Central Time (US & Canada),False,"Philadelphia, PA, USA",tvgmdamian,None,http://twitter.com/TVGMDamian/status/443073405764378624,None,None,65865,1394424000.0
en,"A writer. A husband. A gay. Editor/Xfinity LGBT, West Coast Editor/TVFanatic, as well as TheBacklot, AfterEllen & http://t.co/U2xPWmCyam.",BloodCancer,United States,4279,-25200,443079434006839296,4,JimHalterman,West Hollywood CA,2706,False,"RT @TVGMDamian: Wanna be awesome? Follow and donate to (if you can) @HEADstrongFnd, an amazing group advocating for those battling  #BloodC…",10.980739,0,Jim Halterman,12,9521,"(37.09024, -95.712891)",TVGMDamian~HEADstrongFnd,http://twitter.com/jimhalterman,Jan to May\Blood\Tweets_BloodCancer.csv,"(34.0900091, -118.3617443)",2,None,03/10/14,392,http://twitter.com/jimhalterman/status/443079434006839296,False,True,Pacific Time (US & Canada),False,"West Hollywood, CA, USA",jimhalterman,None,http://twitter.com/JimHalterman/status/443079434006839296,None,None,44917,1394424000.0
en,PaleyFest Twitter Host. Gal about town. TV Blogger. Formerly in TV devel & current trenches. Get to know me. TV Contributor to http://t.co/tz5FO2Crbg,BloodCancer,United States,2883,-25200,443081703813156864,4,thesurfreport,LA based / Chicagoan at heart,531,False,"RT @TVGMDamian: Wanna be awesome? Follow and donate to (if you can) @HEADstrongFnd, an amazing group advocating for those battling  #BloodC…",10.726387,0,Diane Gordon,12,9662,"(37.09024, -95.712891)",TVGMDamian~HEADstrongFnd,http://twitter.com/thesurfreport,Jan to May\Blood\Tweets_BloodCancer.csv,,2,None,03/10/14,459,http://twitter.com/thesurfreport/status/443081703813156864,False,False,Pacific Time (US & Canada),False,,thesurfreport,None,http://twitter.com/thesurfreport/status/443081703813156864,None,None,62577,1394424000.0
en,"We run far, fundraise as we go & Tweet, RT alot about fundraising Use our free fundraising app to track your progress & promote your donation page & text number",bloodcancer~London,"London, UK",9829,3600,443083362799218688,4,Miles4Charity,Earth - #ConnectTheWorld #M4C,10693,False,RT @LeukaemiaCAREuk: We're need your thoughts on a #bloodcancer support group we're hoping to launch in #London with @MaggiesCentres http:/…,7.5988154,0,Miles4Charity,3,10270,"(51.5073509, -0.1277583)",LeukaemiaCAREuk~MaggiesCentres,http://twitter.com/miles4charity,Jan to May\Blood\Tweets_BloodCancer.csv,,2,None,03/10/14,88,http://twitter.com/miles4charity/status/443083362799218688,False,True,London,False,,miles4charity,None,http://twitter.com/Miles4Charity/status/443083362799218688,None,None,26726,1394424000.0
en,"Eat, breathe, sleep, live TV. (And it's my job!) Sports nerd. Will bust out a song/dance, even when not appropriate. [email me at: 	 marisa@givememyremote.com]",BloodCancer,,3510,-25200,443083378867191808,4,marisaroffman,,938,False,"RT @TVGMDamian: Wanna be awesome? Follow and donate to (if you can) @HEADstrongFnd, an amazing group advocating for those battling  #BloodC…",10.734742,0,Marisa Roffman,12,9345,,TVGMDamian~HEADstrongFnd,http://twitter.com/marisaroffman,Jan to May\Blood\Tweets_BloodCancer.csv,,2,None,03/10/14,493,http://twitter.com/marisaroffman/status/443083378867191808,False,True,Pacific Time (US & Canada),False,,marisaroffman,None,http://twitter.com/marisaroffman/status/443083378867191808,None,None,84051,1394424000.0
en,#BeRelentless / #LaceUp,BloodCancer,,1464,-14400,443083571063193601,4,HEADstrongFnd,,784,False,"RT @TVGMDamian: Wanna be awesome? Follow and donate to (if you can) @HEADstrongFnd, an amazing group advocating for those battling  #BloodC…",7.240935,0,HEADstrong Fnd,12,4599,,TVGMDamian~HEADstrongFnd,http://twitter.com/headstrongfnd,Jan to May\Blood\Tweets_BloodCancer.csv,,2,None,03/10/14,25,http://twitter.com/headstrongfnd/status/443083571063193601,False,True,Eastern Time (US & Canada),False,,headstrongfnd,None,http://twitter.com/HEADstrongFnd/status/443083571063193601,None,None,3351,1394424000.0
en,"Senior TV Writer, @TheWrap. Lover of gin & tonics, overcast days and inappropriate behavior. NYU undergrad, USC grad. For news tips, email jethro@thewrap.com",BloodCancer,,2074,-25200,443085922930675712,4,TheRealJethro,"Hollywood, CA",1459,False,"RT @TVGMDamian: Wanna be awesome? Follow and donate to (if you can) @HEADstrongFnd, an amazing group advocating for those battling  #BloodC…",10.641651,0,Jethro Nededog,12,6241,,TVGMDamian~HEADstrongFnd,http://twitter.com/therealjethro,Jan to May\Blood\Tweets_BloodCancer.csv,,2,None,03/10/14,300,http://twitter.com/therealjethro/status/443085922930675712,False,True,Pacific Time (US & Canada),False,,therealjethro,None,http://twitter.com/TheRealJethro/status/443085922930675712,None,None,34734,1394424000.0
en,"Inspirational Writer, Business Lady, Wedding Planner, Singer, Model-- Website under construction. Am Eagle that flies high",BloodCancer,,1962,None,443106748631879680,4,CenciaahM,,215,False,"RT @TVGMDamian: Wanna be awesome? Follow and donate to (if you can) @HEADstrongFnd, an amazing group advocating for those battling  #BloodC…",7.240935,0,Duchess Cenciaah M..,12,277,,TVGMDamian~HEADstrongFnd,http://twitter.com/cenciaahm,Jan to May\Blood\Tweets_BloodCancer.csv,,2,None,03/10/14,3,http://twitter.com/cenciaahm/status/443106748631879680,False,False,None,False,,cenciaahm,None,http://twitter.com/CenciaahM/status/443106748631879680,None,None,1233,1394424000.0
en,"We specialise in wedding favours, gift ideas, Party favours for baby showers, bridal showers, hen nights as well as religious events and gatherings. Contact us!",bonemarrow~bonemarrowawareness~cancer~bloodcancer,,171,7200,443111821105721344,-2,OfSurprises,"London, UK",0,False,Our stall at the @ladyzainabtrust event #bonemarrow #bonemarrowawareness #cancer #bloodcancer… http://t.co/fwPMUYVyja,7.6531134,0,Boutique,0,68,,ladyzainabtrust,http://twitter.com/ofsurprises,Jan to May\Blood\Tweets_BloodCancer.csv,,2,None,03/10/14,0,http://twitter.com/ofsurprises/status/443111821105721344,False,False,Amsterdam,False,,ofsurprises,None,http://twitter.com/OfSurprises/status/443111821105721344,None,None,477,1394424000.0
en,"Founder and Editor-in-Chief, http://t.co/jXZaVNge",BloodCancer,,898,-14400,443121999519703040,4,MichaelAusiello,"NY, NY",60,True,"RT @TVGMDamian: Wanna be awesome? Follow and donate to (if you can) @HEADstrongFnd, an amazing group advocating for those battling  #BloodC…",11.389228,0,Michael Ausiello,12,1158350,,TVGMDamian~HEADstrongFnd,http://twitter.com/michaelausiello,Jan to May\Blood\Tweets_BloodCancer.csv,,2,None,03/10/14,8862,http://twitter.com/michaelausiello/status/443121999519703040,False,False,Eastern Time (US & Canada),False,,michaelausiello,None,http://twitter.com/MichaelAusiello/status/443121999519703040,None,None,22872,1394424000.0
en,"TV addict/lesbian enthusiast/Dodgers fan. Senior TV staff writer/THR. If you like TV, lesbians, Dawson Leery & baseball we'll get along fine. My opinion ≠ THR.",BloodCancer,,700,-25200,443122235356635136,4,Snoodit,City of Angels,2850,True,"RT @TVGMDamian: Wanna be awesome? Follow and donate to (if you can) @HEADstrongFnd, an amazing group advocating for those battling  #BloodC…",10.599405,0,Lesley Goldberg,12,9224,,TVGMDamian~HEADstrongFnd,http://twitter.com/snoodit,Jan to May\Blood\Tweets_BloodCancer.csv,,2,None,03/10/14,307,http://twitter.com/snoodit/status/443122235356635136,False,True,Pacific Time (US & Canada),False,,snoodit,None,http://twitter.com/Snoodit/status/443122235356635136,None,None,38372,1394424000.0
en,sophie's mom,BloodCancer,,927,-14400,443122323110260738,4,Maxx923,pittsburgh,2088,False,"RT @TVGMDamian: Wanna be awesome? Follow and donate to (if you can) @HEADstrongFnd, an amazing group advocating for those battling  #BloodC…",7.240935,0,lori,12,208,,TVGMDamian~HEADstrongFnd,http://twitter.com/maxx923,Jan to May\Blood\Tweets_BloodCancer.csv,,2,None,03/10/14,5,http://twitter.com/maxx923/status/443122323110260738,False,False,Eastern Time (US & Canada),False,,maxx923,None,http://twitter.com/Maxx923/status/443122323110260738,None,None,1608,1394424000.0
en,Senior Reporter for TVGuide. I also watch way too much TV and I consider myself a geek. My opinion ≠ TVGuide's.,BloodCancer,,890,-25200,443122438595805184,4,NatalieAbrams,"West Hollywood, CA",127,True,"RT @TVGMDamian: Wanna be awesome? Follow and donate to (if you can) @HEADstrongFnd, an amazing group advocating for those battling  #BloodC…",10.857752,0,Natalie Abrams,12,23587,,TVGMDamian~HEADstrongFnd,http://twitter.com/natalieabrams,Jan to May\Blood\Tweets_BloodCancer.csv,"(34.0900091, -118.3617443)",2,None,03/10/14,782,http://twitter.com/natalieabrams/status/443122438595805184,False,False,Pacific Time (US & Canada),False,"West Hollywood, CA, USA",natalieabrams,None,http://twitter.com/NatalieAbrams/status/443122438595805184,None,None,13754,1394424000.0
en,working for the national charity Leukaemia CARE,bloodcancer~London,"Nenjiang River, China",146,None,443128789296750593,4,nbate73,,11,False,RT @LeukaemiaCAREuk: We're need your thoughts on a #bloodcancer support group we're hoping to launch in #London with @MaggiesCentres http:/…,7.5988154,0,Nickey Bate,3,54,"(48.2575848, 124.7792302)",LeukaemiaCAREuk~MaggiesCentres,http://twitter.com/nbate73,Jan to May\Blood\Tweets_BloodCancer.csv,,2,None,03/10/14,1,http://twitter.com/nbate73/status/443128789296750593,False,False,None,False,,nbate73,None,http://twitter.com/nbate73/status/443128789296750593,None,None,198,1394424000.0
en,"Associate Producer for WMCN in Cherry Hill, NJ",BloodCancer,United States,268,-14400,443177350227054592,4,MegOCallaghan22,meg.ocallaghan3@gmail.com,1918,False,"RT @TVGMDamian: Wanna be awesome? Follow and donate to (if you can) @HEADstrongFnd, an amazing group advocating for those battling  #BloodC…",7.240935,0,Meg O'Callaghan,12,199,"(37.09024, -95.712891)",TVGMDamian~HEADstrongFnd,http://twitter.com/megocallaghan22,Jan to May\Blood\Tweets_BloodCancer.csv,,2,None,03/11/14,2,http://twitter.com/megocallaghan22/status/443177350227054592,False,False,Eastern Time (US & Canada),False,,megocallaghan22,None,http://twitter.com/MegOCallaghan22/status/443177350227054592,None,None,4042,1394510400.0
en,Non-profit dedicated to the care and cure of patients living with #leukaemia #lymphoma #myeloma and related blood disorders in QLD. See also @LeukaemiaAus,Brisbane~StoryBridgeLights~WorldsGreatestShave~BloodCancer,"Brisbane QLD, Australia",1364,36000,443263022966902785,1,leukaemiaqld,"Queensland, Australia",201,False,#Brisbane #StoryBridgeLights commemorating a significant week for many doing #WorldsGreatestShave for #BloodCancer http://t.co/L8jvR7s3QA,9.962864,1,Leukaemia Foundation,4,1440,"(-27.4710107, 153.0234489)",,http://twitter.com/leukaemiaqld,Jan to May\Blood\Tweets_BloodCancer.csv,"(-20.9175738, 142.7027956)",2,None,03/11/14,23,http://twitter.com/leukaemiaqld/status/443263022966902785,False,False,Brisbane,False,"Queensland, Australia",leukaemiaqld,None,http://twitter.com/leukaemiaqld/status/443263022966902785,None,None,531,1394510400.0
en,"“Life is short, LIVE IT. Love is Rare, Grab it. Anger is Bad, Dump it. Fear is Awful, Face it. Memories are Sweet, Cherish it.” #ThisIsQueensland & it's Awesome",Brisbane~StoryBridgeLights~WorldsGreatestShave~BloodCancer,"Brisbane QLD, Australia",573,36000,443263233198010368,1,DarrenJones00,QLD - Brisbane,44737,False,RT @leukaemiaqld: #Brisbane #StoryBridgeLights commemorating a significant week for many doing #WorldsGreatestShave for #BloodCancer http:/…,7.167144,0,Darren Jones  ,4,759,"(-27.4710107, 153.0234489)",leukaemiaqld,http://twitter.com/darrenjones00,Jan to May\Blood\Tweets_BloodCancer.csv,"(-27.4710107, 153.0234489)",2,None,03/11/14,10,http://twitter.com/darrenjones00/status/443263233198010368,False,False,Brisbane,False,"Brisbane QLD, Australia",darrenjones00,None,http://twitter.com/DarrenJones00/status/443263233198010368,None,None,32583,1394510400.0
en,Francophile. Work in online communications. Mum to one precious 19yo furbaby. Lifelong quest to keep learning and stay curious.,Brisbane~StoryBridgeLights~WorldsGreatestShave~BloodCancer,"Brisbane QLD, Australia",1179,36000,443264882381553664,1,askkazza,Australia (Canberra),1380,False,RT @leukaemiaqld: #Brisbane #StoryBridgeLights commemorating a significant week for many doing #WorldsGreatestShave for #BloodCancer http:/…,7.167144,0,kazza,4,290,"(-27.4710107, 153.0234489)",leukaemiaqld,http://twitter.com/askkazza,Jan to May\Blood\Tweets_BloodCancer.csv,,2,None,03/11/14,11,http://twitter.com/askkazza/status/443264882381553664,False,False,Brisbane,False,,askkazza,None,http://twitter.com/askkazza/status/443264882381553664,None,None,2561,1394510400.0
en,"Author of The Sakura Series,  Cartoonist, Cartoon Teacher",bloodcancer~pastaforpennies,,1459,-25200,443269393485922304,3,DrZhivagoAuthor,www.thesakura.us,122,False,Daughter took all my change but for a good cause! #bloodcancer #pastaforpennies http://t.co/xc4G92WVMr,11.224601,0,Dr. Zhivago,0,447,,,http://twitter.com/drzhivagoauthor,Jan to May\Blood\Tweets_BloodCancer.csv,,2,None,03/11/14,4,http://twitter.com/drzhivagoauthor/status/443269393485922304,False,True,Pacific Time (US & Canada),False,,drzhivagoauthor,None,http://twitter.com/DrZhivagoAuthor/status/443269393485922304,None,None,3736,1394510400.0
en,Francophile. Work in online communications. Mum to one precious 19yo furbaby. Lifelong quest to keep learning and stay curious.,qld~WorldsGreatestShave~bloodcancer,,1179,36000,443339073688588289,0,askkazza,Australia (Canberra),1380,False,@QLDOnline: WQ: Head shave pledge http://t.co/2JXy74Bxqt #qld #WorldsGreatestShave for #bloodcancer,7.476237,0,kazza,0,290,,QLDOnline,http://twitter.com/askkazza,Jan to May\Blood\Tweets_BloodCancer.csv,,2,None,03/11/14,11,http://twitter.com/askkazza/status/443339073688588289,False,False,Brisbane,False,,askkazza,None,http://twitter.com/askkazza/status/443339073688588289,None,QLDOnline,2561,1394510400.0
en,"The latest News & Information from & about Queensland including Travel, Tourism, Politics, Weather, Conditions, Advice, Events, Crime & Streaming.",qld~WorldsGreatestShave~bloodcancer,,39,36000,443341826364170240,0,QLDOnline,"Queensland, Australia",5,False,RT @askkazza:Head shave pledge http://t.co/nRCzkCwSMI #qld #WorldsGreatestShave for #bloodcancer,10.963549,0,Queensland Online,0,9343,,askkazza,http://twitter.com/qldonline,Jan to May\Blood\Tweets_BloodCancer.csv,,2,None,03/11/14,316,http://twitter.com/qldonline/status/443341826364170240,False,True,Brisbane,False,,qldonline,None,http://twitter.com/QLDOnline/status/443341826364170240,None,None,327502,1394510400.0
en,Life is far to short live for th day!,helpChloe~hope~bloodcancer,,293,None,443459586994221056,0,ThVoiceofBachey,Oswestry,49,False,Put enough money on Cheltenham today and then seen this advert couldn't resist! #helpChloe #hope #bloodcancer http://t.co/35hB68noC7,8.380623,0,Paul Bache,0,332,,,http://twitter.com/thvoiceofbachey,Jan to May\Blood\Tweets_BloodCancer.csv,,2,"{u'type': u'Point', u'coordinates': [52.85440624, -3.04491504]}",03/11/14,0,http://twitter.com/thvoiceofbachey/status/443459586994221056,False,True,None,False,,thvoiceofbachey,"{u'country_code': u'GB', u'url': u'https://api.twitter.com/1.1/geo/id/70737a43decfac77.json', u'country': u'United Kingdom', u'place_type': u'admin', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-3.235575, 52.306272], [-2.2329, 52.306272], [-2.2329, 52.998413], [-3.235575, 52.998413]]]}, u'contained_within': [], u'full_name': u'Shropshire', u'attributes': {}, u'id': u'70737a43decfac77', u'name': u'Shropshire'}",http://twitter.com/ThVoiceofBachey/status/443459586994221056,"{u'type': u'Point', u'coordinates': [-3.04491504, 52.85440624]}",None,884,1394510400.0
en,Passionate Sydney food blogger in search of the best dishes around the world and writing reviews to whet your appetite http://t.co/Jd30DN5dPt,bloodcancer~WorldsGreatestShave,,50,36000,443523751343165440,4,SimonLeong,"Sydney, Australia",13236,False,Be Brave &amp; Shave to help people w/ #bloodcancer https://t.co/wuHaJPVR3J @LeukaemiaAus #WorldsGreatestShave http://t.co/m0WnDRUrw7,11.385251,4,SimonLeong,1,5451,,LeukaemiaAus,http://twitter.com/simonleong,Jan to May\Blood\Tweets_BloodCancer.csv,,2,None,03/11/14,152,http://twitter.com/simonleong/status/443523751343165440,False,False,Sydney,False,,simonleong,None,http://twitter.com/SimonLeong/status/443523751343165440,None,None,12689,1394510400.0
en,"Coffee, DGB importers from Vanuatu, Tanna Island into Australia hhttp://on.fb.me/LyEOvLd Single Origin, Volcanic,Organic. winner Bronzemedal 2012 RAS& Melb 2013",bloodcancer~WorldsGreatestShave,,1726,None,443523820058468352,4,CoffeeBrothers1,Mona Vale Beach Sydney Qgrader,605,False,RT @SimonLeong: Be Brave &amp; Shave to help people w/ #bloodcancer https://t.co/wuHaJPVR3J @LeukaemiaAus #WorldsGreatestShave http://t.co/m0Wn…,7.306993,0,Coffee Brothers,1,1151,,SimonLeong~LeukaemiaAus,http://twitter.com/coffeebrothers1,Jan to May\Blood\Tweets_BloodCancer.csv,,2,None,03/11/14,16,http://twitter.com/coffeebrothers1/status/443523820058468352,False,True,None,False,,coffeebrothers1,None,http://twitter.com/CoffeeBrothers1/status/443523820058468352,None,None,3747,1394510400.0
en,Non-profit dedicated to the care and cure of patients living with #leukaemia #lymphoma #myeloma and related blood disorders in QLD. See also @LeukaemiaAus,takeonefortheteam~WorldsGreatestShave~bloodcancer,,1364,36000,443524984078479360,2,leukaemiaqld,"Queensland, Australia",201,False,@larryemdur Do it! We really appreciate your support! #takeonefortheteam #WorldsGreatestShave #bloodcancer,13.079495,9,Leukaemia Foundation,5,1440,,larryemdur,http://twitter.com/leukaemiaqld,Jan to May\Blood\Tweets_BloodCancer.csv,,2,None,03/11/14,23,http://twitter.com/leukaemiaqld/status/443524984078479360,False,False,Brisbane,False,,leukaemiaqld,None,http://twitter.com/leukaemiaqld/status/443524984078479360,None,larryemdur,531,1394510400.0
en,"What I lack in depth , I make up for in shallowness    .... Gomez Addams.",takeonefortheteam~WorldsGreatestShave~bloodcancer,,507,-36000,443525364162129920,2,larryemdur,,94,True,RT @leukaemiaqld: @larryemdur Do it! We really appreciate your support! #takeonefortheteam #WorldsGreatestShave #bloodcancer,10.767503,0,Larry Emdur,5,76196,,leukaemiaqld~larryemdur,http://twitter.com/larryemdur,Jan to May\Blood\Tweets_BloodCancer.csv,,2,None,03/11/14,240,http://twitter.com/larryemdur/status/443525364162129920,False,False,Hawaii,False,,larryemdur,None,http://twitter.com/larryemdur/status/443525364162129920,None,None,5212,1394510400.0
en,Sydney's hit music station. Updates from @2dayfmbreakfast @danandmaz @hamishandandy @scoopla @bumpshow @EllieAngel @Geofffield @mr_timdavies,takeonefortheteam~WorldsGreatestShave~bloodcancer,"Sydney NSW, Australia",582,36000,443525486363168768,2,2DayFM,"Sydney, Australia",2896,True,RT @leukaemiaqld: @larryemdur Do it! We really appreciate your support! #takeonefortheteam #WorldsGreatestShave #bloodcancer,11.043187,0,2DayFM 104.1,5,51931,"(-33.8674869, 151.2069902)",leukaemiaqld~larryemdur,http://twitter.com/2dayfm,Jan to May\Blood\Tweets_BloodCancer.csv,"(-33.8674869, 151.2069902)",2,None,03/11/14,293,http://twitter.com/2dayfm/status/443525486363168768,False,True,Sydney,False,"Sydney NSW, Australia",2dayfm,None,http://twitter.com/2DayFM/status/443525486363168768,None,None,56349,1394510400.0
msa,male,takeonefortheteam~WorldsGreatestShave~bloodcancer,"Nenjiang River, China",2006,None,443525611366002688,2,mohdsauffibinmu,selangor,14,False,RT @leukaemiaqld: @larryemdur Do it! We really appreciate your support! #takeonefortheteam #WorldsGreatestShave #bloodcancer,7.436923,0,mohd sauffi bin musa,5,185,"(48.2575848, 124.7792302)",leukaemiaqld~larryemdur,http://twitter.com/mohdsauffibinmu,Jan to May\Blood\Tweets_BloodCancer.csv,"(3.509247, 101.5248055)",2,None,03/11/14,1,http://twitter.com/mohdsauffibinmu/status/443525611366002688,False,True,None,False,"Selangor, Malaysia",mohdsauffibinmu,None,http://twitter.com/mohdsauffibinmu/status/443525611366002688,None,None,4211,1394510400.0
