favorited,utc_offset,user_mentioned,description,hashtags,trackback_author_url,geo_enabled,geo,id,lang,favourites_count,firstpost_date,trackback_author_nick,url,retweeted,time_zone,coordinates,content,followers_count,score,place,location,trackback_permalink,retweet_count,listed_count
False,-21600,nhf_hemophilia,"Partner and Consumer Advocate for Reliance Factor of Texas, LLC and Reliance Factor of New Mexico, LLC",bleedingdisorders~HemoChat,http://twitter.com/flgprohemo,False,None,476416690981335040,en,46,06/10/14,flgprohemo,http://twitter.com/flgprohemo/status/476416690981335040,False,Mountain Time (US & Canada),None,RT @NHF_Hemophilia: Been to #bleedingdisorders camp? Come chat about it! Join us &amp; @hemophiliafed on 6/25 at 1pm EST to talk all things cam…,32,6.9703264,None,,http://twitter.com/FLGprohemo/status/476416690981335040,3,0
False,-21600,hemophiliafed,"Partner and Consumer Advocate for Reliance Factor of Texas, LLC and Reliance Factor of New Mexico, LLC",bleedingdisorders~HemoChat,http://twitter.com/flgprohemo,False,None,476416690981335040,en,46,06/10/14,flgprohemo,http://twitter.com/flgprohemo/status/476416690981335040,False,Mountain Time (US & Canada),None,RT @NHF_Hemophilia: Been to #bleedingdisorders camp? Come chat about it! Join us &amp; @hemophiliafed on 6/25 at 1pm EST to talk all things cam…,32,6.9703264,None,,http://twitter.com/FLGprohemo/status/476416690981335040,3,0
False,-21600,vahemophilia,"Partner and Consumer Advocate for Reliance Factor of Texas, LLC and Reliance Factor of New Mexico, LLC",hemophilia~bleedingdisorders,http://twitter.com/flgprohemo,False,None,476417135166500864,en,46,06/10/14,flgprohemo,http://twitter.com/flgprohemo/status/476417135166500864,False,Mountain Time (US & Canada),None,RT @VAHemophilia: RSVP for our Educational Dinner This Thursday - Do Note New Location #hemophilia #bleedingdisorders http://t.co/Ck3WshSPeh,32,7.3351674,None,,http://twitter.com/FLGprohemo/status/476417135166500864,1,0
False,-21600,nhf_hemophilia,"Partner and Consumer Advocate for Reliance Factor of Texas, LLC and Reliance Factor of New Mexico, LLC",Android~iPad~Kindle~bleedingdisorders,http://twitter.com/flgprohemo,False,None,476418502991962112,en,46,06/10/14,flgprohemo,http://twitter.com/flgprohemo/status/476418502991962112,False,Mountain Time (US & Canada),None,"RT @NHF_Hemophilia: Do you own a tablet-- #Android, #iPad or #Kindle? Find out how to get free #bleedingdisorders news from HemAware: http:…",32,6.9390564,None,,http://twitter.com/FLGprohemo/status/476418502991962112,3,0
False,-21600,nhf_hemophilia,"Partner and Consumer Advocate for Reliance Factor of Texas, LLC and Reliance Factor of New Mexico, LLC",bleedingdisorders~hemophilia,http://twitter.com/flgprohemo,False,None,476418779476267008,en,46,06/10/14,flgprohemo,http://twitter.com/flgprohemo/status/476418779476267008,False,Mountain Time (US & Canada),None,RT @NHF_Hemophilia: Have you seen our new website? Get updated #bleedingdisorders &amp; #hemophilia news and more: http://t.co/YdwmQF2iK1,32,7.2642865,None,,http://twitter.com/FLGprohemo/status/476418779476267008,3,0
False,-14400,cmsgov,"NHF is dedicated to finding better treatments/cures for inheritable bleeding disorders & to preventing related complications via education, advocacy & research.",hepatitisC~HCV~bleedingdisorders,http://twitter.com/nhf_hemophilia,True,None,476437021586882560,en,156,06/10/14,nhf_hemophilia,http://twitter.com/nhf_hemophilia/status/476437021586882560,False,Eastern Time (US & Canada),None,.@CMSGov announces @MedicareGov will cover screening for #hepatitisC: http://t.co/QIUJph815c #HCV #bleedingdisorders,2773,11.336177,None,New York City,http://twitter.com/NHF_Hemophilia/status/476437021586882560,1,94
False,-14400,medicaregov,"NHF is dedicated to finding better treatments/cures for inheritable bleeding disorders & to preventing related complications via education, advocacy & research.",hepatitisC~HCV~bleedingdisorders,http://twitter.com/nhf_hemophilia,True,None,476437021586882560,en,156,06/10/14,nhf_hemophilia,http://twitter.com/nhf_hemophilia/status/476437021586882560,False,Eastern Time (US & Canada),None,.@CMSGov announces @MedicareGov will cover screening for #hepatitisC: http://t.co/QIUJph815c #HCV #bleedingdisorders,2773,11.336177,None,New York City,http://twitter.com/NHF_Hemophilia/status/476437021586882560,1,94
False,None,nhf_hemophilia,"The FHA is dedicated to providing educational programs, emotional support and advocacy to individuals and families in FL affected by bleeding disorders.",hepatitisC~HCV~bleedingdisorders,http://twitter.com/flhemoassoc,False,None,476455696826130432,en,11,06/10/14,flhemoassoc,http://twitter.com/flhemoassoc/status/476455696826130432,False,None,None,RT @NHF_Hemophilia: .@CMSGov announces @MedicareGov will cover screening for #hepatitisC: http://t.co/QIUJph815c #HCV #bleedingdisorders,215,7.1782665,None,,http://twitter.com/FLHemoAssoc/status/476455696826130432,1,5
False,None,cmsgov,"The FHA is dedicated to providing educational programs, emotional support and advocacy to individuals and families in FL affected by bleeding disorders.",hepatitisC~HCV~bleedingdisorders,http://twitter.com/flhemoassoc,False,None,476455696826130432,en,11,06/10/14,flhemoassoc,http://twitter.com/flhemoassoc/status/476455696826130432,False,None,None,RT @NHF_Hemophilia: .@CMSGov announces @MedicareGov will cover screening for #hepatitisC: http://t.co/QIUJph815c #HCV #bleedingdisorders,215,7.1782665,None,,http://twitter.com/FLHemoAssoc/status/476455696826130432,1,5
False,None,medicaregov,"The FHA is dedicated to providing educational programs, emotional support and advocacy to individuals and families in FL affected by bleeding disorders.",hepatitisC~HCV~bleedingdisorders,http://twitter.com/flhemoassoc,False,None,476455696826130432,en,11,06/10/14,flhemoassoc,http://twitter.com/flhemoassoc/status/476455696826130432,False,None,None,RT @NHF_Hemophilia: .@CMSGov announces @MedicareGov will cover screening for #hepatitisC: http://t.co/QIUJph815c #HCV #bleedingdisorders,215,7.1782665,None,,http://twitter.com/FLHemoAssoc/status/476455696826130432,1,5
False,None,eccures,"investing in human spirit, before it's too late",path2cures~bleedingdisorders~hemophilia,http://twitter.com/oldlew,True,None,476726879735382017,en,74,06/11/14,oldlew,http://twitter.com/oldlew/status/476726879735382017,False,None,None,@ECcures #path2cures health subcommittee development incentives hearing representing #bleedingdisorders #hemophilia @hemophiliafed,32,7.0931044,None,Beneath an Ithaca sunset,http://twitter.com/oldlew/status/476726879735382017,0,0
False,None,hemophiliafed,"investing in human spirit, before it's too late",path2cures~bleedingdisorders~hemophilia,http://twitter.com/oldlew,True,None,476726879735382017,en,74,06/11/14,oldlew,http://twitter.com/oldlew/status/476726879735382017,False,None,None,@ECcures #path2cures health subcommittee development incentives hearing representing #bleedingdisorders #hemophilia @hemophiliafed,32,7.0931044,None,Beneath an Ithaca sunset,http://twitter.com/oldlew/status/476726879735382017,0,0
False,-14400,hemophiliafed,"NHF is dedicated to finding better treatments/cures for inheritable bleeding disorders & to preventing related complications via education, advocacy & research.",bleedingdisorders~HemoChat,http://twitter.com/nhf_hemophilia,True,None,476755246765441025,en,156,06/11/14,nhf_hemophilia,http://twitter.com/nhf_hemophilia/status/476755246765441025,False,Eastern Time (US & Canada),None,Did your kid love #bleedingdisorders camp? Join us &amp; @hemophiliafed on 6/25 at 1pm EST to tell us why! Use #HemoChat to join in.,2773,11.750012,None,New York City,http://twitter.com/NHF_Hemophilia/status/476755246765441025,3,94
False,-14400,nhf_hemophilia,Hemophilia Federation of America is a national nonprofit organization that assists and advocates for the #bleedingdisorders community.,bleedingdisorders~HemoChat,http://twitter.com/hemophiliafed,True,None,476755488307027972,en,834,06/11/14,hemophiliafed,http://twitter.com/hemophiliafed/status/476755488307027972,False,Eastern Time (US & Canada),None,RT @NHF_Hemophilia: Did your kid love #bleedingdisorders camp? Join us &amp; @hemophiliafed on 6/25 at 1pm EST to tell us why! Use #HemoChat to…,1764,6.9262214,None,"Washington, DC",http://twitter.com/hemophiliafed/status/476755488307027972,3,56
False,-14400,hemophiliafed,Hemophilia Federation of America is a national nonprofit organization that assists and advocates for the #bleedingdisorders community.,bleedingdisorders~HemoChat,http://twitter.com/hemophiliafed,True,None,476755488307027972,en,834,06/11/14,hemophiliafed,http://twitter.com/hemophiliafed/status/476755488307027972,False,Eastern Time (US & Canada),None,RT @NHF_Hemophilia: Did your kid love #bleedingdisorders camp? Join us &amp; @hemophiliafed on 6/25 at 1pm EST to tell us why! Use #HemoChat to…,1764,6.9262214,None,"Washington, DC",http://twitter.com/hemophiliafed/status/476755488307027972,3,56
False,-14400,socialbarlounge,"NHF is dedicated to finding better treatments/cures for inheritable bleeding disorders & to preventing related complications via education, advocacy & research.",TriviaNight~NYC~bleedingdisorders,http://twitter.com/nhf_hemophilia,True,None,476766449177210883,en,156,06/11/14,nhf_hemophilia,http://twitter.com/nhf_hemophilia/status/476766449177210883,False,Eastern Time (US & Canada),None,Are you a trivia hound? Join us at a #TriviaNight in #NYC on 6/18 at @SocialBarLounge! #bleedingdisorders http://t.co/J5N0P403Yz,2773,11.784618,None,New York City,http://twitter.com/NHF_Hemophilia/status/476766449177210883,2,94
False,-18000,nhf_hemophilia,"Loves hemostasis, clot-busting, long walks on the beach and a good party!",bleedingdisorders~HemoChat,http://twitter.com/coagchimp,False,None,476812214939041792,en,17,06/11/14,coagchimp,http://twitter.com/coagchimp/status/476812214939041792,False,Central Time (US & Canada),None,RT @NHF_Hemophilia: Did your kid love #bleedingdisorders camp? Join us &amp; @hemophiliafed on 6/25 at 1pm EST to tell us why! Use #HemoChat to…,30,6.9262214,None,,http://twitter.com/CoagChimp/status/476812214939041792,3,1
False,-18000,hemophiliafed,"Loves hemostasis, clot-busting, long walks on the beach and a good party!",bleedingdisorders~HemoChat,http://twitter.com/coagchimp,False,None,476812214939041792,en,17,06/11/14,coagchimp,http://twitter.com/coagchimp/status/476812214939041792,False,Central Time (US & Canada),None,RT @NHF_Hemophilia: Did your kid love #bleedingdisorders camp? Join us &amp; @hemophiliafed on 6/25 at 1pm EST to tell us why! Use #HemoChat to…,30,6.9262214,None,,http://twitter.com/CoagChimp/status/476812214939041792,3,1
False,None,nhf_hemophilia,,bleedingdisorders~HemoChat,http://twitter.com/criddlechristy,False,None,476814463707148290,en,57,06/11/14,criddlechristy,http://twitter.com/criddlechristy/status/476814463707148290,False,None,None,RT @NHF_Hemophilia: Did your kid love #bleedingdisorders camp? Join us &amp; @hemophiliafed on 6/25 at 1pm EST to tell us why! Use #HemoChat to…,9,6.9262214,None,,http://twitter.com/CriddleChristy/status/476814463707148290,3,0
False,None,hemophiliafed,,bleedingdisorders~HemoChat,http://twitter.com/criddlechristy,False,None,476814463707148290,en,57,06/11/14,criddlechristy,http://twitter.com/criddlechristy/status/476814463707148290,False,None,None,RT @NHF_Hemophilia: Did your kid love #bleedingdisorders camp? Join us &amp; @hemophiliafed on 6/25 at 1pm EST to tell us why! Use #HemoChat to…,9,6.9262214,None,,http://twitter.com/CriddleChristy/status/476814463707148290,3,0
False,-14400,hemophiliafed,Hemophilia Federation of America is a national nonprofit organization that assists and advocates for the #bleedingdisorders community.,bleedingdisorders,http://twitter.com/hemophiliafed,True,None,476876601309675520,en,834,06/12/14,hemophiliafed,http://twitter.com/hemophiliafed/status/476876601309675520,False,Eastern Time (US & Canada),None,Have you heard? We gram! Follow us on Instagram @hemophiliafed to stay connected to #bleedingdisorders community! http://t.co/gwWKYNUYR0,1764,7.462011,None,"Washington, DC",http://twitter.com/hemophiliafed/status/476876601309675520,0,56
False,None,nhf_hemophilia,MBB was the first hemophilia social network. As Facebook emerged as the leading choice we moved to Fb and Twitter. This account is managed by @davidmoore411,TriviaNight~NYC~bleedingdisorders,http://twitter.com/mybloodbrothers,False,None,476897367006777344,en,46,06/12/14,mybloodbrothers,http://twitter.com/mybloodbrothers/status/476897367006777344,False,None,None,RT @NHF_Hemophilia: Are you a trivia hound? Join us at a #TriviaNight in #NYC on 6/18 at @SocialBarLounge! #bleedingdisorders http://t.co/J…,390,7.1380706,None,Worldwide,http://twitter.com/mybloodbrothers/status/476897367006777344,2,12
False,None,socialbarlounge,MBB was the first hemophilia social network. As Facebook emerged as the leading choice we moved to Fb and Twitter. This account is managed by @davidmoore411,TriviaNight~NYC~bleedingdisorders,http://twitter.com/mybloodbrothers,False,None,476897367006777344,en,46,06/12/14,mybloodbrothers,http://twitter.com/mybloodbrothers/status/476897367006777344,False,None,None,RT @NHF_Hemophilia: Are you a trivia hound? Join us at a #TriviaNight in #NYC on 6/18 at @SocialBarLounge! #bleedingdisorders http://t.co/J…,390,7.1380706,None,Worldwide,http://twitter.com/mybloodbrothers/status/476897367006777344,2,12
False,-25200,hemophiliafed,"The love of my life Bill Murphy Co-Developer & PR for DreamNET, see: http://t.co/G6m0Dx2Mh3. Also support @uneedpsi & Hemophiliacs of America",bleedingdisorders~hemophilia,http://twitter.com/blondeone38,True,None,477110311665692672,en,5578,06/12/14,blondeone38,http://twitter.com/blondeone38/status/477110311665692672,False,Pacific Time (US & Canada),None,"RT @hemophiliafed: Finding veins are not easy, esp for kids. Infusion tips &amp; tricks by #bleedingdisorders #hemophilia families to help: htt…",1887,10.384083,None,California,http://twitter.com/Blondeone38/status/477110311665692672,2,38
False,None,nikala,Blogger. Bleeder. Junior. CO❤️ Roll Tide.,awareness~bleedingdisorders,http://twitter.com/baccei_keira,False,None,477205967000457217,en,228,06/12/14,baccei_keira,http://twitter.com/baccei_keira/status/477205967000457217,False,None,None,@nikala Thanks so much for the RT and spreading #awareness for #bleedingdisorders!,76,7.906321,None,"Denver, Colorado",http://twitter.com/baccei_keira/status/477205967000457217,0,2
False,None,webleedonline,,vonWillebrandDisease~bleedingdisorders,http://twitter.com/susanq75,False,None,477467162240487424,en,7,06/13/14,susanq75,http://twitter.com/susanq75/status/477467162240487424,False,None,None,RT @WeBleedOnline: WEBLEED REPORT--&gt;University of Oregon senior Rick Lindfors explains life w/ #vonWillebrandDisease. #bleedingdisorders ht…,19,6.9789157,None,,http://twitter.com/SusanQ75/status/477467162240487424,1,0
False,-18000,nhf_hemophilia,"Company & industry news covering beauty,health, and digital. Tweets by our communications team. Reach us here or media@walgreens.com",bleedingdisorders~CWS,http://twitter.com/walgreensnews,False,None,477470322166616064,en,110,06/13/14,walgreensnews,http://twitter.com/walgreensnews/status/477470322166616064,False,Central Time (US & Canada),None,Walgreens is proud to support #bleedingdisorders patients in their homes and on the field. #CWS @NHF_Hemophilia,5681,7.7416873,None,"Deerfield, Ill.",http://twitter.com/WalgreensNews/status/477470322166616064,0,140
False,-14400,nhf_hemophilia,"Creators of corporate trivia events | Producers of NYC's biggest trivia nights @BellHouseNY w/ @PatKiernan | Tweeters of trivia, cultural commentary & bad puns",TriviaNight~NYC~bleedingdisorders,http://twitter.com/trivworks,False,None,477514431748792320,en,7545,06/13/14,trivworks,http://twitter.com/trivworks/status/477514431748792320,False,Eastern Time (US & Canada),None,RT @NHF_Hemophilia: Are you a trivia hound? Join us at a #TriviaNight in #NYC on 6/18 at @SocialBarLounge! #bleedingdisorders http://t.co/J…,3572,10.393696,None,"Brooklyn, NY",http://twitter.com/TrivWorks/status/477514431748792320,2,96
False,-14400,socialbarlounge,"Creators of corporate trivia events | Producers of NYC's biggest trivia nights @BellHouseNY w/ @PatKiernan | Tweeters of trivia, cultural commentary & bad puns",TriviaNight~NYC~bleedingdisorders,http://twitter.com/trivworks,False,None,477514431748792320,en,7545,06/13/14,trivworks,http://twitter.com/trivworks/status/477514431748792320,False,Eastern Time (US & Canada),None,RT @NHF_Hemophilia: Are you a trivia hound? Join us at a #TriviaNight in #NYC on 6/18 at @SocialBarLounge! #bleedingdisorders http://t.co/J…,3572,10.393696,None,"Brooklyn, NY",http://twitter.com/TrivWorks/status/477514431748792320,2,96
False,-14400,hemophiliafed,"NHF is dedicated to finding better treatments/cures for inheritable bleeding disorders & to preventing related complications via education, advocacy & research.",bleedingdisorders~HemoChat,http://twitter.com/nhf_hemophilia,True,None,477648416793579523,en,156,06/14/14,nhf_hemophilia,http://twitter.com/nhf_hemophilia/status/477648416793579523,False,Eastern Time (US & Canada),None,Want to know more about #bleedingdisorders camp? Join us &amp; @hemophiliafed on 6/25 1pm EST &amp; chat about camp. Share your story! #HemoChat,2773,10.244775,None,New York City,http://twitter.com/NHF_Hemophilia/status/477648416793579523,0,94
False,-10800,walgreensnews,"The ‘Community, A Walgreen Pharmacy’ stores, are specialty pharmacies located in the neighborhoods of their patients and physicians.",bleedingdisorders~CWS,http://twitter.com/walgreensboston,False,None,477726208260849666,en,1,06/14/14,walgreensboston,http://twitter.com/walgreensboston/status/477726208260849666,False,Atlantic Time (Canada),None,@WalgreensNews: Walgreens is proud to support #bleedingdisorders patients in their homes and on the field. #CWS @NHF_Hemophilia,6,7.4273286,None,21-23 Stanhope St Boston USA,http://twitter.com/WalgreensBoston/status/477726208260849666,0,0
False,-10800,nhf_hemophilia,"The ‘Community, A Walgreen Pharmacy’ stores, are specialty pharmacies located in the neighborhoods of their patients and physicians.",bleedingdisorders~CWS,http://twitter.com/walgreensboston,False,None,477726208260849666,en,1,06/14/14,walgreensboston,http://twitter.com/walgreensboston/status/477726208260849666,False,Atlantic Time (Canada),None,@WalgreensNews: Walgreens is proud to support #bleedingdisorders patients in their homes and on the field. #CWS @NHF_Hemophilia,6,7.4273286,None,21-23 Stanhope St Boston USA,http://twitter.com/WalgreensBoston/status/477726208260849666,0,0
False,None,haemosocuk,,bleedingdisorders,http://twitter.com/ciara_a_young,True,None,478271939472261120,en,66,06/15/14,ciara_a_young,http://twitter.com/ciara_a_young/status/478271939472261120,False,None,None,@HaemoSocUK Red nails &amp; red top ready for work tomorrow. Ask me why I'm wearing red! #bleedingdisorders,34,9.164997,None,,http://twitter.com/Ciara_A_Young/status/478271939472261120,1,0
False,7200,ciara_a_young,"The only UK wide charity for all people affected by bleeding disorders. Providing information, support and advocacy.",bleedingdisorders,http://twitter.com/haemosocuk,True,None,478445853951414272,en,23,06/16/14,haemosocuk,http://twitter.com/haemosocuk/status/478445853951414272,False,Amsterdam,None,RT @Ciara_A_Young: @HaemoSocUK Red nails &amp; red top ready for work tomorrow. Ask me why I'm wearing red! #bleedingdisorders,1444,7.336506,None,United Kingdom,http://twitter.com/HaemoSocUK/status/478445853951414272,1,36
False,7200,haemosocuk,"The only UK wide charity for all people affected by bleeding disorders. Providing information, support and advocacy.",bleedingdisorders,http://twitter.com/haemosocuk,True,None,478445853951414272,en,23,06/16/14,haemosocuk,http://twitter.com/haemosocuk/status/478445853951414272,False,Amsterdam,None,RT @Ciara_A_Young: @HaemoSocUK Red nails &amp; red top ready for work tomorrow. Ask me why I'm wearing red! #bleedingdisorders,1444,7.336506,None,United Kingdom,http://twitter.com/HaemoSocUK/status/478445853951414272,1,36
False,7200,laurenlaverne,"The only UK wide charity for all people affected by bleeding disorders. Providing information, support and advocacy.",bleedingdisorders,http://twitter.com/haemosocuk,True,None,478570237374521344,en,23,06/16/14,haemosocuk,http://twitter.com/haemosocuk/status/478570237374521344,False,Amsterdam,None,@laurenlaverne please RT and help @HaemoSocUK raise awareness for women with #bleedingdisorders. Join our campaign http://t.co/COuStaN1wg,1444,7.7300086,None,United Kingdom,http://twitter.com/HaemoSocUK/status/478570237374521344,0,36
False,7200,haemosocuk,"The only UK wide charity for all people affected by bleeding disorders. Providing information, support and advocacy.",bleedingdisorders,http://twitter.com/haemosocuk,True,None,478570237374521344,en,23,06/16/14,haemosocuk,http://twitter.com/haemosocuk/status/478570237374521344,False,Amsterdam,None,@laurenlaverne please RT and help @HaemoSocUK raise awareness for women with #bleedingdisorders. Join our campaign http://t.co/COuStaN1wg,1444,7.7300086,None,United Kingdom,http://twitter.com/HaemoSocUK/status/478570237374521344,0,36
False,7200,annielennox,"The only UK wide charity for all people affected by bleeding disorders. Providing information, support and advocacy.",bleedingdisorders,http://twitter.com/haemosocuk,True,None,478570416571940866,en,23,06/16/14,haemosocuk,http://twitter.com/haemosocuk/status/478570416571940866,False,Amsterdam,None,@AnnieLennox please RT and help @HaemoSocUK raise awareness for women with #bleedingdisorders. Join our campaign http://t.co/COuStaN1wg,1444,7.6777205,None,United Kingdom,http://twitter.com/HaemoSocUK/status/478570416571940866,0,36
False,7200,haemosocuk,"The only UK wide charity for all people affected by bleeding disorders. Providing information, support and advocacy.",bleedingdisorders,http://twitter.com/haemosocuk,True,None,478570416571940866,en,23,06/16/14,haemosocuk,http://twitter.com/haemosocuk/status/478570416571940866,False,Amsterdam,None,@AnnieLennox please RT and help @HaemoSocUK raise awareness for women with #bleedingdisorders. Join our campaign http://t.co/COuStaN1wg,1444,7.6777205,None,United Kingdom,http://twitter.com/HaemoSocUK/status/478570416571940866,0,36
False,7200,jessiej,"The only UK wide charity for all people affected by bleeding disorders. Providing information, support and advocacy.",bleedingdisorders,http://twitter.com/haemosocuk,True,None,478570755123609600,en,23,06/16/14,haemosocuk,http://twitter.com/haemosocuk/status/478570755123609600,False,Amsterdam,None,@JessieJ please RT and help @HaemoSocUK raise awareness for women with #bleedingdisorders. Join our campaign http://t.co/Ly6qnbejPH,1444,7.788935,None,United Kingdom,http://twitter.com/HaemoSocUK/status/478570755123609600,0,36
False,7200,haemosocuk,"The only UK wide charity for all people affected by bleeding disorders. Providing information, support and advocacy.",bleedingdisorders,http://twitter.com/haemosocuk,True,None,478570755123609600,en,23,06/16/14,haemosocuk,http://twitter.com/haemosocuk/status/478570755123609600,False,Amsterdam,None,@JessieJ please RT and help @HaemoSocUK raise awareness for women with #bleedingdisorders. Join our campaign http://t.co/Ly6qnbejPH,1444,7.788935,None,United Kingdom,http://twitter.com/HaemoSocUK/status/478570755123609600,0,36
False,7200,maryportas,"The only UK wide charity for all people affected by bleeding disorders. Providing information, support and advocacy.",bleedingdisorders,http://twitter.com/haemosocuk,True,None,478570894642921472,en,23,06/16/14,haemosocuk,http://twitter.com/haemosocuk/status/478570894642921472,False,Amsterdam,None,@Maryportas please RT and help @HaemoSocUK raise awareness for women with #bleedingdisorders. Join our campaign http://t.co/Ly6qnbejPH,1444,7.711292,None,United Kingdom,http://twitter.com/HaemoSocUK/status/478570894642921472,0,36
False,7200,haemosocuk,"The only UK wide charity for all people affected by bleeding disorders. Providing information, support and advocacy.",bleedingdisorders,http://twitter.com/haemosocuk,True,None,478570894642921472,en,23,06/16/14,haemosocuk,http://twitter.com/haemosocuk/status/478570894642921472,False,Amsterdam,None,@Maryportas please RT and help @HaemoSocUK raise awareness for women with #bleedingdisorders. Join our campaign http://t.co/Ly6qnbejPH,1444,7.711292,None,United Kingdom,http://twitter.com/HaemoSocUK/status/478570894642921472,0,36
False,7200,pixiedoctor,"The only UK wide charity for all people affected by bleeding disorders. Providing information, support and advocacy.",bleedingdisorders,http://twitter.com/haemosocuk,True,None,478571061999828992,en,23,06/16/14,haemosocuk,http://twitter.com/haemosocuk/status/478571061999828992,False,Amsterdam,None,@pixiedoctor please RT and help @HaemoSocUK raise awareness for women with #bleedingdisorders. Join our campaign http://t.co/Ly6qnbejPH,1444,11.484572,None,United Kingdom,http://twitter.com/HaemoSocUK/status/478571061999828992,2,36
False,7200,haemosocuk,"The only UK wide charity for all people affected by bleeding disorders. Providing information, support and advocacy.",bleedingdisorders,http://twitter.com/haemosocuk,True,None,478571061999828992,en,23,06/16/14,haemosocuk,http://twitter.com/haemosocuk/status/478571061999828992,False,Amsterdam,None,@pixiedoctor please RT and help @HaemoSocUK raise awareness for women with #bleedingdisorders. Join our campaign http://t.co/Ly6qnbejPH,1444,11.484572,None,United Kingdom,http://twitter.com/HaemoSocUK/status/478571061999828992,2,36
False,7200,hollywills,"The only UK wide charity for all people affected by bleeding disorders. Providing information, support and advocacy.",bleedingdisorders,http://twitter.com/haemosocuk,True,None,478571180560220160,en,23,06/16/14,haemosocuk,http://twitter.com/haemosocuk/status/478571180560220160,False,Amsterdam,None,@hollywills please RT and help @HaemoSocUK raise awareness for women with #bleedingdisorders. Join our campaign http://t.co/Ly6qnbejPH,1444,7.7275558,None,United Kingdom,http://twitter.com/HaemoSocUK/status/478571180560220160,0,36
False,7200,haemosocuk,"The only UK wide charity for all people affected by bleeding disorders. Providing information, support and advocacy.",bleedingdisorders,http://twitter.com/haemosocuk,True,None,478571180560220160,en,23,06/16/14,haemosocuk,http://twitter.com/haemosocuk/status/478571180560220160,False,Amsterdam,None,@hollywills please RT and help @HaemoSocUK raise awareness for women with #bleedingdisorders. Join our campaign http://t.co/Ly6qnbejPH,1444,7.7275558,None,United Kingdom,http://twitter.com/HaemoSocUK/status/478571180560220160,0,36
False,7200,aleshaofficial,"The only UK wide charity for all people affected by bleeding disorders. Providing information, support and advocacy.",bleedingdisorders,http://twitter.com/haemosocuk,True,None,478571307093983232,en,23,06/16/14,haemosocuk,http://twitter.com/haemosocuk/status/478571307093983232,False,Amsterdam,None,@AleshaOfficial please RT and help @HaemoSocUK raise awareness for women with #bleedingdisorders. Join our campaign http://t.co/Ly6qnbejPH,1444,7.6777205,None,United Kingdom,http://twitter.com/HaemoSocUK/status/478571307093983232,0,36
False,7200,haemosocuk,"The only UK wide charity for all people affected by bleeding disorders. Providing information, support and advocacy.",bleedingdisorders,http://twitter.com/haemosocuk,True,None,478571307093983232,en,23,06/16/14,haemosocuk,http://twitter.com/haemosocuk/status/478571307093983232,False,Amsterdam,None,@AleshaOfficial please RT and help @HaemoSocUK raise awareness for women with #bleedingdisorders. Join our campaign http://t.co/Ly6qnbejPH,1444,7.6777205,None,United Kingdom,http://twitter.com/HaemoSocUK/status/478571307093983232,0,36
False,7200,amanda_holden,"The only UK wide charity for all people affected by bleeding disorders. Providing information, support and advocacy.",bleedingdisorders,http://twitter.com/haemosocuk,True,None,478571434521145344,en,23,06/16/14,haemosocuk,http://twitter.com/haemosocuk/status/478571434521145344,False,Amsterdam,None,@Amanda_Holden please RT and help @HaemoSocUK raise awareness for women with #bleedingdisorders. Join our campaign http://t.co/Ly6qnbejPH,1444,7.674279,None,United Kingdom,http://twitter.com/HaemoSocUK/status/478571434521145344,0,36
False,7200,haemosocuk,"The only UK wide charity for all people affected by bleeding disorders. Providing information, support and advocacy.",bleedingdisorders,http://twitter.com/haemosocuk,True,None,478571434521145344,en,23,06/16/14,haemosocuk,http://twitter.com/haemosocuk/status/478571434521145344,False,Amsterdam,None,@Amanda_Holden please RT and help @HaemoSocUK raise awareness for women with #bleedingdisorders. Join our campaign http://t.co/Ly6qnbejPH,1444,7.674279,None,United Kingdom,http://twitter.com/HaemoSocUK/status/478571434521145344,0,36
False,7200,clbleakley,"The only UK wide charity for all people affected by bleeding disorders. Providing information, support and advocacy.",bleedingdisorders,http://twitter.com/haemosocuk,True,None,478571532571402241,en,23,06/16/14,haemosocuk,http://twitter.com/haemosocuk/status/478571532571402241,False,Amsterdam,None,@clbleakley please RT and help @HaemoSocUK raise awareness for women with #bleedingdisorders. Join our campaign http://t.co/Ly6qnbejPH,1444,7.613812,None,United Kingdom,http://twitter.com/HaemoSocUK/status/478571532571402241,0,36
False,7200,haemosocuk,"The only UK wide charity for all people affected by bleeding disorders. Providing information, support and advocacy.",bleedingdisorders,http://twitter.com/haemosocuk,True,None,478571532571402241,en,23,06/16/14,haemosocuk,http://twitter.com/haemosocuk/status/478571532571402241,False,Amsterdam,None,@clbleakley please RT and help @HaemoSocUK raise awareness for women with #bleedingdisorders. Join our campaign http://t.co/Ly6qnbejPH,1444,7.613812,None,United Kingdom,http://twitter.com/HaemoSocUK/status/478571532571402241,0,36
False,7200,emmabunton,"The only UK wide charity for all people affected by bleeding disorders. Providing information, support and advocacy.",bleedingdisorders,http://twitter.com/haemosocuk,True,None,478571620031016961,en,23,06/16/14,haemosocuk,http://twitter.com/haemosocuk/status/478571620031016961,False,Amsterdam,None,@EmmaBunton please RT and help @HaemoSocUK raise awareness for women with #bleedingdisorders. Join our campaign http://t.co/Ly6qnbejPH,1444,7.735037,None,United Kingdom,http://twitter.com/HaemoSocUK/status/478571620031016961,0,36
