hashtags,id,retweeted,coordinates,content,followers_count,score,location,retweet_count,listed_count,favorited,utc_offset,description,user_mentions,trackback_author_url,geo_enabled,geo,lang,favourites_count,firstpost_date,url,time_zone,place,trackback_author_nick,trackback_permalink
coeliac~celiac~glutenfree~GF,473839232130502656,False,None,RT @GFreeRadio: This week we mention: @friaglutenfree @Kim43Kim @DilleyPat @ButtercupBmouth http://t.co/bNe5LMo8ZR #coeliac #celiac #gluten…,1186,6.5606084,,1,16,False,None,"From the rolling hills of TN. Mother, meemaw & wife. Fan of Nascar, Atl. Braves, Red Wings, reading & movies. Believe in karma & the power of prayer. #UniteBlue",GFreeRadio~FriaGlutenFree~Kim43Kim~DilleyPat~ButtercupBmouth,http://twitter.com/kim43kim,True,None,en,9857,06/03/14,http://twitter.com/kim43kim/status/473839232130502656,None,None,kim43kim,http://twitter.com/Kim43Kim/status/473839232130502656
glutenfree~celiac,473840323039592448,False,None,Do you have yourself a garden this summer? What veggies are you growing in it? #glutenfree #celiac,3014,8.064826,"Toledo, OH",0,87,False,-18000,"Creator of http://t.co/LFTEieiDcF. Young, wild & #GlutenFree. Spreading #gfreelove. Beware: My #gfree tweets WILL make you hungry.",,http://twitter.com/gfreelaura,False,None,en,1485,06/03/14,http://twitter.com/gfreelaura/status/473840323039592448,Quito,None,gfreelaura,http://twitter.com/GFreeLaura/status/473840323039592448
glutenfree~gf~celiac~coeliac~celiacdisease,473840972758274049,False,None,"Frita-Lay recalls Oven Baked Lay's BBQ Chips:

#glutenfree #gf #celiac #coeliac #celiacdisease http://t.co/1hor7ZI1dY",967,7.572882,Chicago,1,16,False,-18000,"A former college professor living with Crohn's and Celiac/Coeliac Disease for over 20 years.  Raising awareness, learning and educating along the way.",,http://twitter.com/gfreeprof,True,None,en,43,06/03/14,http://twitter.com/gfreeprof/status/473840972758274049,Central Time (US & Canada),None,gfreeprof,http://twitter.com/GFreeProf/status/473840972758274049
glutenfree~celiac,473841688650457088,False,None,It's burger and dog season! Tell us your favorite buns. #glutenfree #celiac,2436,7.919683,DC Metro Area,0,28,False,-14400,"We are a community of foodies who happen to be #glutenfree . Stop by for #GF restaurant reviews, products, websites, travel, and living tips.",,http://twitter.com/gffoodiesr,False,None,en,16,06/03/14,http://twitter.com/gffoodiesr/status/473841688650457088,Eastern Time (US & Canada),None,gffoodiesr,http://twitter.com/GFFoodiesR/status/473841688650457088
celiac~NYC,473842048601034752,False,None,"Thriving with #celiac disease: A talk with Terri Mintz. Free #NYC event. June 21, 6pm. http://t.co/rsUXeqUIsz",5501,10.780808,"New York, NY",0,232,False,-14400,Living with Celiac Disease and gluten-free since 1981. Blogger at Gluten-Free Fun. Leader of NYC Celiac Meetup Group. Also tweet at @gfglobetrotter.,,http://twitter.com/gfreefun,True,None,en,1511,06/03/14,http://twitter.com/gfreefun/status/473842048601034752,Eastern Time (US & Canada),None,gfreefun,http://twitter.com/gfreefun/status/473842048601034752
glutenfree~gf~celiac~coeliac~celiacdisease,473843344099905536,False,None,"RT @GFreeProf: Frita-Lay recalls Oven Baked Lay's BBQ Chips:

#glutenfree #gf #celiac #coeliac #celiacdisease http://t.co/1hor7ZI1dY",785,6.618439,,1,11,False,-14400,Chef. Inspired by art and travel. Author of No Potato Passover. Gluten-free cookbook coming in the spring.,GFreeProf,http://twitter.com/avivakanoff,True,None,en,2918,06/03/14,http://twitter.com/avivakanoff/status/473843344099905536,Eastern Time (US & Canada),None,avivakanoff,http://twitter.com/AvivaKanoff/status/473843344099905536
Celiac~Win~glutenfree~giveaway,473846715796054016,False,None,May is #Celiac awareness month. #Win a @CheeChaPuff #glutenfree gift basket. http://t.co/I1P6GXtJBN  #giveaway (via the @GISociety),4,7.114155,,0,0,False,None,,CheeChaPuff~GISociety,http://twitter.com/glennak1954,False,None,en,0,06/03/14,http://twitter.com/glennak1954/status/473846715796054016,None,None,glennak1954,http://twitter.com/GlennaK1954/status/473846715796054016
celiac~glutenfree~zombiewalk2014,473847463535976448,False,None,New Post: How Zombies Help Raise Celiac Awareness http://t.co/SxNITdmHwd #celiac #glutenfree #zombiewalk2014,2884,10.528283,"Minneapolis, Minnesota",0,160,False,-21600,"Founder: http://t.co/i8YQVxRTGh, Family Editor for Gluten-Free Living Magazine,Gluten-Free Lifestyle Teacher, & Former Journalist. Plus, wife and mother",,http://twitter.com/amyleger,True,None,en,547,06/03/14,http://twitter.com/amyleger/status/473847463535976448,Mountain Time (US & Canada),None,amyleger,http://twitter.com/AmyLeger/status/473847463535976448
kale~avocado~healthy~vegan~celiac~glutenfree~foodporn~yummy~food,473854036190691329,False,None,Today's lunch! #kale #avocado #healthy #vegan #celiac #glutenfree #foodporn #yummy #food what are you guys having? http://t.co/1vsN2Jl9Hn,123,8.190528,Montreal,2,0,False,None,"Clean Eating Goddess is all about catering to a wide range of dietary needs while remaining wholesome, nutritious and most of all, delicious!",,http://twitter.com/cleaneatinggodd,False,None,en,1293,06/03/14,http://twitter.com/cleaneatinggodd/status/473854036190691329,None,None,cleaneatinggodd,http://twitter.com/CleanEatingGodd/status/473854036190691329
glutenfree~gf~celiac~coeliac~celiacdisease~shampoo,473854070818476032,False,None,"Does your shampoo contain gluten?

#glutenfree #gf #celiac #coeliac #celiacdisease #shampoo... http://t.co/6p5xjdNist",967,7.0683093,Chicago,0,16,False,-18000,"A former college professor living with Crohn's and Celiac/Coeliac Disease for over 20 years.  Raising awareness, learning and educating along the way.",,http://twitter.com/gfreeprof,True,None,en,43,06/03/14,http://twitter.com/gfreeprof/status/473854070818476032,Central Time (US & Canada),None,gfreeprof,http://twitter.com/GFreeProf/status/473854070818476032
kale~avocado~healthy~vegan~celiac~glutenfree~foodporn~yummy~food,473854144533377024,False,None,RT @CleanEatingGodd: Today's lunch! #kale #avocado #healthy #vegan #celiac #glutenfree #foodporn #yummy #food what are you guys having? htt…,8399,6.70176,"Guadalajara, México",2,82,False,-18000,"Gloriosa comida... Síguenos y te prometemos... que te dará hambre! #FoodPorn

contacto: hola@guadalajarapp.com",CleanEatingGodd,http://twitter.com/foodporn_mx,False,None,es,0,06/03/14,http://twitter.com/foodporn_mx/status/473854144533377024,Guadalajara,None,foodporn_mx,http://twitter.com/FoodPorn_MX/status/473854144533377024
kale~avocado~healthy~vegan~celiac~glutenfree~foodporn~yummy~food,473855593154109440,False,None,RT @CleanEatingGodd: Today's lunch! #kale #avocado #healthy #vegan #celiac #glutenfree #foodporn #yummy #food what are you guys having? htt…,1109,6.70176,freeshopping@winnit.co.uk,2,29,False,3600,"#Win #Free #Shopping for #Pennies - #Competition - Available worldwide - Don't miss out - Enquiries please email, page not monitored daily - Thanks to followers",CleanEatingGodd,http://twitter.com/freeshopping_,False,None,en,21,06/03/14,http://twitter.com/freeshopping_/status/473855593154109440,London,None,freeshopping_,http://twitter.com/FreeShopping_/status/473855593154109440
celiac~coeliac~celiacdisease~glutenfree~gf,473856299156119554,False,None,"Do you have persistent villous atrophy?

#celiac #coeliac #celiacdisease #glutenfree #gf... http://t.co/mlvS94AH8J",967,6.8172865,Chicago,0,16,False,-18000,"A former college professor living with Crohn's and Celiac/Coeliac Disease for over 20 years.  Raising awareness, learning and educating along the way.",,http://twitter.com/gfreeprof,True,None,en,43,06/03/14,http://twitter.com/gfreeprof/status/473856299156119554,Central Time (US & Canada),None,gfreeprof,http://twitter.com/GFreeProf/status/473856299156119554
glutenfree~celiac~positiveceliac,473862992560668672,False,None,"Opposites attract, but I love meeting another #glutenfree face from the #celiac world! What is your #positiveceliac? http://t.co/yTQITkfuIm",501,7.1468205,California ,0,11,False,-25200,"Teenager with #celiacsdisease who runs a #glutenfree blog about life, #college, and lots of food! Personal stories, tips, and restaurant/food reviews.",,http://twitter.com/collegeceliackc,True,None,en,228,06/03/14,http://twitter.com/collegeceliackc/status/473862992560668672,Arizona,None,collegeceliackc,http://twitter.com/CollegeCeliacKC/status/473862992560668672
Pancakes~glutenfree~organic~Celiac,473866447022596096,False,None,"Leaning tower of #Pancakes! They're #glutenfree, #organic +made w/our unbolted Buckwheat flour! #Celiac http://t.co/oNGtahQcAP",843,7.061112,New Jersey,0,11,False,-14400,Maker of Luce's #GlutenFree Artisan Bread Mixes• Figure Skater• Mushroom Forager• Former Photography Teacher• Order Mixes Online• http://t.co/FPcVZOaIZx,,http://twitter.com/breadnmorels,False,None,en,130,06/03/14,http://twitter.com/breadnmorels/status/473866447022596096,Eastern Time (US & Canada),None,breadnmorels,http://twitter.com/Breadnmorels/status/473866447022596096
celiac~gf,473866780478545921,False,None,"@StickyFingersCO is a cool company, providing cooking classes in local schools and using our 5 Star GF flour for any gf kid. #celiac, #gf",10,7.0274487,"Golden, CO",0,0,False,None,5 Star Gluten Free is dedicated to creating the best gluten free products on the market. We test new recipes daily and when we find the right one we'll share it,StickyFingersCO,http://twitter.com/5starglutenfree,False,None,en,0,06/03/14,http://twitter.com/5starglutenfree/status/473866780478545921,None,None,5starglutenfree,http://twitter.com/5StarGlutenFree/status/473866780478545921
Celiac~Win~glutenfree~giveaway,473867824482357248,False,None,May is #Celiac awareness month. #Win a @CheeChaPuff #glutenfree gift basket. http://t.co/BxEACDz74B  #giveaway (via the @GISociety),26,7.113064,,0,1,False,None,,CheeChaPuff~GISociety,http://twitter.com/sashamonitor1,False,None,en,0,06/03/14,http://twitter.com/sashamonitor1/status/473867824482357248,None,None,sashamonitor1,http://twitter.com/sashamonitor1/status/473867824482357248
celiac~glutenfree~jjy~coffeetime,473870658410012673,False,None,"Coffee's On! Great combo ~ coffee, chocolate and almonds! Satisfying GF break. 
#celiac #glutenfree #jjy #coffeetime http://t.co/5ZKdYVzYHO",198,8.544723,Victoria BC,1,2,False,-25200,Do you think Gluten Free is DELICIOUS? WE DO! Come to our TRULY GLUTEN FREE SHOW Nov 15/16 & discover all the GF deliciousness Vancouver Island has to offer.,,http://twitter.com/glutenfreegala,False,None,en,3,06/03/14,http://twitter.com/glutenfreegala/status/473870658410012673,Arizona,None,glutenfreegala,http://twitter.com/GlutenFreeGala/status/473870658410012673
glutenfree~celiac~food,473870868477902848,False,None,"In a community of good-doers, it was our chance to do some good. http://t.co/wJ4oY1ngwl #glutenfree #celiac #food",634,8.116463,,1,10,False,None,A Dad's perspective on the challenges facing his Celiac teenager,,http://twitter.com/celiacteendad,False,None,en,281,06/03/14,http://twitter.com/celiacteendad/status/473870868477902848,None,None,celiacteendad,http://twitter.com/CeliacTeenDad/status/473870868477902848
GlutenFree~Celiac~Coeliac,473871424894296064,False,None,#GlutenFree tour tomorrow!  12-3pm!  If you're interested in booking tweet me (If I get 4 more people its just $60/person) #Celiac #Coeliac,1240,10.394773,"New York, NY",0,39,False,-14400,"#GlutenFree Expert, CEO of Gluten Free Tours in NYC,  Board Certified Health Coach, Future Travel Channel Host, PROUD Wellness Advocate for DoTERRA!",,http://twitter.com/travellaughlove,False,None,en,190,06/03/14,http://twitter.com/travellaughlove/status/473871424894296064,Eastern Time (US & Canada),None,travellaughlove,http://twitter.com/TravelLaughLove/status/473871424894296064
glutenfree~celiac~smoothiesjuices,473871613494960128,False,None,#glutenfree #celiac Refreshing fruit infused water http://t.co/Q99K5fjbCd #smoothiesjuices,185,7.5262136,,0,1,False,None,"The Gluten Free Advocacy Group.  Recipes, current research, positivity, & support. To Empower & Thrive, Beginning Within. http://t.co/5ke9sicofh",,http://twitter.com/gfreenourishme,True,None,en,58,06/03/14,http://twitter.com/gfreenourishme/status/473871613494960128,None,None,gfreenourishme,http://twitter.com/GFreeNourishMe/status/473871613494960128
glutenfree~celiac~food,473872454990172160,False,None,"RT @CeliacTeenDad: In a community of good-doers, it was our chance to do some good. http://t.co/wJ4oY1ngwl #glutenfree #celiac #food",3562,7.07876,"Devon,UK",1,59,False,7200,"I enjoy talking about and reviewing great food.#freshproduce #localfood #glutenfree foods are my passion, oh and as well as talking I very much enjoy eating!",CeliacTeenDad,http://twitter.com/talkinggoodfood,True,None,en,62,06/03/14,http://twitter.com/talkinggoodfood/status/473872454990172160,Amsterdam,None,talkinggoodfood,http://twitter.com/TalkingGoodFood/status/473872454990172160
Celiac~Win~glutenfree~giveaway,473880097896681473,False,None,May is #Celiac awareness month. #Win a @CheeChaPuff #glutenfree gift basket. http://t.co/jQjaS7zkr5  #giveaway (via the @GISociety),16255,10.897648,Michigan,0,640,False,-14400,"Registered Dietitian ✯ Animal Lover ✯ Walking Dead Fanatic ✯ Movie Buff ✯ Tech Addict ✯ Love MUSIC, Fashion, Beauty, Sci-Fi, Astronomy, Gaming & Social Media",CheeChaPuff~GISociety,http://twitter.com/dinaj,False,None,en,14939,06/03/14,http://twitter.com/dinaj/status/473880097896681473,Eastern Time (US & Canada),None,dinaj,http://twitter.com/DinaJ/status/473880097896681473
Celiac~Win~glutenfree~giveaway,473880102824984576,False,None,May is #Celiac awareness month. #Win a @CheeChaPuff #glutenfree gift basket. http://t.co/8R59RLz1rs  #giveaway (via the @GISociety),19,7.1313024,,0,0,False,None,,CheeChaPuff~GISociety,http://twitter.com/ashleylmonk,False,None,en,4,06/03/14,http://twitter.com/ashleylmonk/status/473880102824984576,None,None,ashleylmonk,http://twitter.com/ashleylmonk/status/473880102824984576
coeliac~celiac~glutenfree~GF,473880628824657922,False,None,In praise of the gfree home-kitchens: http://t.co/bNe5LMo8ZR #coeliac #celiac #glutenfree #GF,2063,7.0744567,Worldwide - from London. ,0,43,False,3600,"The world's only weekly c(o)eliac / glutenfree show. Help, health & advice on your gfree life. Stream/download: iTunes, YouTube & http://t.co/gtJuJXemXM",,http://twitter.com/gfreeradio,False,None,en,554,06/03/14,http://twitter.com/gfreeradio/status/473880628824657922,London,None,gfreeradio,http://twitter.com/GFreeRadio/status/473880628824657922
glutenfree~coeliac~celiac,473881373674319874,False,None,Just found these new 120g size  @SeabrookCrisps in Sainsburys £1 a bag :-) #glutenfree #coeliac #celiac http://t.co/glTKQZEiRZ,513,8.533275,"Leeds, UK",1,5,False,None,"40 something coeliac, diagnosed September 2009. My daughter was diagnosed in 2010. I love baking, making jewellery and The Vampire Diaries :-)",SeabrookCrisps,http://twitter.com/glutenfreeadele,False,None,en,2778,06/03/14,http://twitter.com/glutenfreeadele/status/473881373674319874,None,None,glutenfreeadele,http://twitter.com/glutenfreeadele/status/473881373674319874
Celiac~Win~glutenfree~giveaway,473882161376817152,False,None,May is #Celiac awareness month. #Win a @CheeChaPuff #glutenfree gift basket. http://t.co/0WfURMI13F  #giveaway (via the @GISociety),18,7.126901,Ottawa,0,0,False,None,,CheeChaPuff~GISociety,http://twitter.com/misslulumew,False,None,en,2,06/03/14,http://twitter.com/misslulumew/status/473882161376817152,None,None,misslulumew,http://twitter.com/misslulumew/status/473882161376817152
glutenfree~celiac,473882548850806786,False,None,Happy Tuesday! What #glutenfree foods are you trying or cooking up in your kitchen today?  Let me know! #celiac,1000,8.668154,"Houston, TX",2,15,False,-10800,"I'm Chynna, a Rice University senior aiming to unite college students with celiac and provide support, resources and tips.
collegestudentwithceliac@yahoo.com",,http://twitter.com/celiacincollege,True,None,en,142,06/03/14,http://twitter.com/celiacincollege/status/473882548850806786,Atlantic Time (Canada),None,celiacincollege,http://twitter.com/CeliacInCollege/status/473882548850806786
celiac,473883316643725312,False,None,"Rarely do my @BUgastronomy, #celiac, and social justice ""hats"" overlap, but when they do I feel super-human!",283,7.081701,"Boston, MA",0,5,False,-14400,Thinking about gluten free food and food access.  Editor - Cook Food Every Day,BUgastronomy,http://twitter.com/noglutenreqd,False,None,en,204,06/03/14,http://twitter.com/noglutenreqd/status/473883316643725312,Eastern Time (US & Canada),None,noglutenreqd,http://twitter.com/NoGlutenReqd/status/473883316643725312
glutenfree~coeliac~celiac,473883351548706816,False,None,RT @glutenfreeadele: Just found these new 120g size  @SeabrookCrisps in Sainsburys £1 a bag :-) #glutenfree #coeliac #celiac http://t.co/gl…,3562,6.753157,"Devon,UK",1,59,False,7200,"I enjoy talking about and reviewing great food.#freshproduce #localfood #glutenfree foods are my passion, oh and as well as talking I very much enjoy eating!",glutenfreeadele~SeabrookCrisps,http://twitter.com/talkinggoodfood,True,None,en,62,06/03/14,http://twitter.com/talkinggoodfood/status/473883351548706816,Amsterdam,None,talkinggoodfood,http://twitter.com/TalkingGoodFood/status/473883351548706816
glutenfree~celiac,473883353100591104,False,None,RT @CeliacInCollege: Happy Tuesday! What #glutenfree foods are you trying or cooking up in your kitchen today?  Let me know! #celiac,3562,7.1040697,"Devon,UK",2,59,False,7200,"I enjoy talking about and reviewing great food.#freshproduce #localfood #glutenfree foods are my passion, oh and as well as talking I very much enjoy eating!",CeliacInCollege,http://twitter.com/talkinggoodfood,True,None,en,62,06/03/14,http://twitter.com/talkinggoodfood/status/473883353100591104,Amsterdam,None,talkinggoodfood,http://twitter.com/TalkingGoodFood/status/473883353100591104
documentary~celiac,473884530546192385,False,None,Hey @Kat_Pryor you rock! We are so appreciative of your support of our #documentary you are helping us raise #celiac awareness!,795,7.246729,Illinois,0,13,False,None,A personal documentary project showcasing the extraordinary lives of #celiac and those with #gluten issues to get real answers and live their best!,Kat_Pryor,http://twitter.com/celiacproject,True,None,en,376,06/03/14,http://twitter.com/celiacproject/status/473884530546192385,None,None,celiacproject,http://twitter.com/CeliacProject/status/473884530546192385
glutenfree~celiac,473884870414839810,False,None,RT @CeliacInCollege: Happy Tuesday! What #glutenfree foods are you trying or cooking up in your kitchen today?  Let me know! #celiac,795,7.1040697,Illinois,2,13,False,None,A personal documentary project showcasing the extraordinary lives of #celiac and those with #gluten issues to get real answers and live their best!,CeliacInCollege,http://twitter.com/celiacproject,True,None,en,376,06/03/14,http://twitter.com/celiacproject/status/473884870414839810,None,None,celiacproject,http://twitter.com/CeliacProject/status/473884870414839810
CeliacDisease~comedy~wizardofoz~celiac~foodallergies~meme,466671864786743296,False,None,RT @FdAllergyProbs: When diagnosed with #CeliacDisease http://t.co/h6dxrTHsZS #comedy #wizardofoz #celiac #foodallergies #meme,171,7.1077356,,2,3,False,None,"Sharing the daily struggles of having a #foodallergy and other food restrictions like #celiac. Sometimes funny, sometimes sad, we all have #fdallergyprobs",,http://twitter.com/colorguru1,False,None,en,414,05/14/14,http://twitter.com/fdallergyprobs/status/466671864786743296,None,None,colorguru1,http://twitter.com/colorguru1/status/473920953622470656
Glutenfree~rdchat~celiac,473886731121741824,False,None,The Buzz on #Glutenfree Beer &amp; what you need to know from @FoodNutriMag http://t.co/CxkW68NE79 #rdchat #celiac,1067,12.155153,"Fairfax Station, VA",5,47,False,-7200,"Nutritionist, wellness & mindfulness coach, Celiac advocate, freelance writer & speaker, g-free baker & gardener. Blog: http://t.co/Zw215bg2NQ",FoodNutriMag,http://twitter.com/cherylharrisrd,True,None,en,37,06/03/14,http://twitter.com/cherylharrisrd/status/473886731121741824,Mid-Atlantic,None,cherylharrisrd,http://twitter.com/CherylharrisRD/status/473886731121741824
celiacawareness~celiac~glutenlibre~gfree,473887268374315008,False,None,Just hit 10k on Facebook!!! Thanks for the support #celiacawareness #celiac #glutenlibre #gfree… http://t.co/RShkVZtnMJ,2873,7.2831035,ventura ca.,0,43,False,-25200,Celiac awareness through gfree performance my son and I have celiac disease #smashmouthawareness movement,,http://twitter.com/glutenlibremom,True,None,en,1868,06/03/14,http://twitter.com/glutenlibremom/status/473887268374315008,Pacific Time (US & Canada),None,glutenlibremom,http://twitter.com/glutenlibremom/status/473887268374315008
celiac~glutenfree~zombiewalk2014,473887315249876992,False,None,New Twist on Fundraisers: How Zombies Help Raise Celiac Awareness http://t.co/r4dp4Lwxsf #celiac #glutenfree #zombiewalk2014,2884,10.407742,"Minneapolis, Minnesota",0,160,False,-21600,"Founder: http://t.co/i8YQVxRTGh, Family Editor for Gluten-Free Living Magazine,Gluten-Free Lifestyle Teacher, & Former Journalist. Plus, wife and mother",,http://twitter.com/amyleger,True,None,en,547,06/03/14,http://twitter.com/amyleger/status/473887315249876992,Mountain Time (US & Canada),None,amyleger,http://twitter.com/AmyLeger/status/473887315249876992
Glutenfree~rdchat~celiac,473889049657483264,False,None,RT @CherylharrisRD: The Buzz on #Glutenfree Beer &amp; what you need to know from @FoodNutriMag http://t.co/CxkW68NE79 #rdchat #celiac,10252,6.9697375,Earth,5,245,False,-18000,"Welcome to award-winning Food & Nutrition Magazine, published bi-monthly by the Academy of Nutrition and Dietetics.",CherylharrisRD~FoodNutriMag,http://twitter.com/foodnutrimag,False,None,en,229,06/03/14,http://twitter.com/foodnutrimag/status/473889049657483264,Central Time (US & Canada),None,foodnutrimag,http://twitter.com/FoodNutriMag/status/473889049657483264
celiac,473890473053257728,False,None,"If have #celiac disease or another gastro disease, &amp; have urinary bleeding &amp;/or abdominal cramping, consider investigating kidney stones.",475,6.91694,Toronto & Skype,0,14,False,-14400,Nutrition Coach & Educator. Health & Nutrition Writer. Lifelong Celiac & Advocate. Founder @GlutenFreeFind,,http://twitter.com/lisacantkier,False,None,en,327,06/03/14,http://twitter.com/lisacantkier/status/473890473053257728,Eastern Time (US & Canada),None,lisacantkier,http://twitter.com/LisaCantkier/status/473890473053257728
celiac,473890573687209984,False,None,"If U have #celiac disease or another gastro disease, &amp; have urinary bleeding &amp;/or abdominal cramping, consider investigating kidney stones.",475,6.880934,Toronto & Skype,0,14,False,-14400,Nutrition Coach & Educator. Health & Nutrition Writer. Lifelong Celiac & Advocate. Founder @GlutenFreeFind,,http://twitter.com/lisacantkier,False,None,en,327,06/03/14,http://twitter.com/lisacantkier/status/473890573687209984,Eastern Time (US & Canada),None,lisacantkier,http://twitter.com/LisaCantkier/status/473890573687209984
gfree~celiac,473891288123990016,False,None,Review posted about Ceci Italian Restaurant &amp; Bar in NY http://t.co/BWrzxDVOuA #gfree #celiac,11748,10.510504,"Clayton, MO",0,334,False,-18000,Putting people and gluten-free friendly businesses together! Searchable apps for iPhone/iPad (http://t.co/t8Col3b8A9) and Android (https://t.co/bSAULfddxM)!,,http://twitter.com/gfregistry,True,None,en,1,06/03/14,http://twitter.com/gfregistry/status/473891288123990016,Central Time (US & Canada),None,gfregistry,http://twitter.com/gfregistry/status/473891288123990016
Celiac~Win~glutenfree~giveaway,473892216948006915,False,None,May is #Celiac awareness month. #Win a @CheeChaPuff #glutenfree gift basket. http://t.co/ZDMzlRinEM  #giveaway (via the @GISociety),24,7.1468205,"Ontario, Canada",0,0,False,-18000,,CheeChaPuff~GISociety,http://twitter.com/selenap123,False,None,en,5,06/03/14,http://twitter.com/selenap123/status/473892216948006915,Central Time (US & Canada),None,selenap123,http://twitter.com/selenap123/status/473892216948006915
Glutenfree~rdchat~celiac,473894847477460992,False,None,RT @CherylharrisRD: The Buzz on #Glutenfree Beer &amp; what you need to know from @FoodNutriMag http://t.co/CxkW68NE79 #rdchat #celiac,1043,6.9697375,London,5,14,False,3600,"GLUTEN - WHEAT - SUGAR  FREE  BAKING
Gluten-free - guilt-free!
Sugar-free, sin-free!
Lets make health chic!",CherylharrisRD~FoodNutriMag,http://twitter.com/sansbaking,False,None,en,1,06/03/14,http://twitter.com/sansbaking/status/473894847477460992,London,None,sansbaking,http://twitter.com/SansBaking/status/473894847477460992
celiac~ptsd~thankyouzoloft,473896680463826944,False,None,"Annual exam today, and I am back up to a healthy weight, y'all. I'm thrilled. #celiac #ptsd #thankyouzoloft",469,8.131235,Southern New England,0,19,False,-18000,"Maker, writer, artist, homeschooler. Creator of Art Together, e-zine of artistic inspiration: http://t.co/iNvFLc6Zr9",,http://twitter.com/amyhoodarts,False,None,en,7105,06/03/14,http://twitter.com/amyhoodarts/status/473896680463826944,Quito,None,amyhoodarts,http://twitter.com/amyhoodarts/status/473896680463826944
Celiac~Win~glutenfree~giveaway,473899027046473728,False,None,May is #Celiac awareness month. #Win a @CheeChaPuff #glutenfree gift basket. http://t.co/Gv5afBB44V  #giveaway (via the @GISociety),493,7.113064,"Delhi, Ontario",0,13,False,-14400,just a disabled person with nothing to do LOL.,CheeChaPuff~GISociety,http://twitter.com/lyndac68,False,None,en,1266,06/03/14,http://twitter.com/lyndac68/status/473899027046473728,Eastern Time (US & Canada),None,lyndac68,http://twitter.com/lyndac68/status/473899027046473728
glutenfree~celiac~giveaway~summer~roadtrip~yumyum,473900282116456448,False,None,"This could be yours. :) #glutenfree #celiac #giveaway #summer #roadtrip #yumyum 
http://t.co/652wmK3iOj http://t.co/91zR6IpTDn",765,8.077538,"Outside of Nashville, TN",1,18,False,None,"I'm a Momma of 3, with 1 that's #glutenfree, I live in middle TN, blog about my son's journey with #celiac disease and I'm a lover of anything chocolate please",,http://twitter.com/raisingjack,False,None,en,420,06/03/14,http://twitter.com/raisingjack/status/473900282116456448,None,None,raisingjack,http://twitter.com/RaisingJack/status/473900282116456448
celiac~glutenfree,473902045452587008,False,None,Get caught up each week on #celiac and #glutenfree news with The Savvy Celiac's e-newsletter!  Sign up here http://t.co/pCPCNboGRH,2884,10.2353,"Minneapolis, Minnesota",0,160,False,-21600,"Founder: http://t.co/i8YQVxRTGh, Family Editor for Gluten-Free Living Magazine,Gluten-Free Lifestyle Teacher, & Former Journalist. Plus, wife and mother",,http://twitter.com/amyleger,True,None,en,547,06/03/14,http://twitter.com/amyleger/status/473902045452587008,Mountain Time (US & Canada),None,amyleger,http://twitter.com/AmyLeger/status/473902045452587008
glutenfree~celiac,473902577549979648,False,None,GFB Archives:: Gluten Freedom Week Toronto http://t.co/CU4Hn08A12 #glutenfree #celiac,488,7.6092706,Toronto,0,10,False,-14400,"A gluten free food & lifestyle blog. We swear, we're not bitches. :)
http://t.co/Sp4oYoK0RT",,http://twitter.com/gfreebitches,False,None,en,25,06/03/14,http://twitter.com/gfreebitches/status/473902577549979648,Eastern Time (US & Canada),None,gfreebitches,http://twitter.com/GFreeBitches/status/473902577549979648
celiac,473905249544318976,False,None,Zombie walk for #celiac awareness! http://t.co/fG8cwyj7bR,255,8.454972,"Beirut, Lebanon",0,3,False,10800,"Le gluten n'est plus notre ami!
Intolérant au gluten? Coeliaque?
Vivons EN PLEINE FORME et sans gluten à Beyrouth, au Liban et dans le monde!
:)",,http://twitter.com/sansglutenabey,False,None,en,348,06/03/14,http://twitter.com/sansglutenabey/status/473905249544318976,Athens,None,sansglutenabey,http://twitter.com/sansglutenabey/status/473905249544318976
glutenfree~celiac,473905796531912705,False,None,"@CeliacInCollege @CeliacProject 
I've got a #glutenfree sourdough loaf of bread rising while the oven heats.  #celiac",37,7.8331246,,1,0,False,-10800,,CeliacInCollege~CeliacProject,http://twitter.com/katwoman153,False,None,en,589,06/03/14,http://twitter.com/katwoman153/status/473905796531912705,Atlantic Time (Canada),None,katwoman153,http://twitter.com/katwoman153/status/473905796531912705
coeliac~celiac~glutenfree,473907879251279872,False,None,"This arrived today, can't wait to read it. #coeliac #celiac #glutenfree @JennifersWayJE @JWayBakeryNYC http://t.co/FHW56KhEc8",1030,8.841757,England,1,23,False,3600,"Creative Brit, Resident Hippy, F1 Bod, Proud Geek, Diagnosed Coeliac, Avid Cyclist, Blogger, Doodler, Gamer",JennifersWayJE~JWayBakeryNYC,http://twitter.com/noomie82,True,None,en,1487,06/03/14,http://twitter.com/noomie82/status/473907879251279872,London,None,noomie82,http://twitter.com/noomie82/status/473907879251279872
coeliac~celiac~glutenfree,473907971744100352,False,None,"“@noomie82: This arrived today, can't wait to read it. #coeliac #celiac #glutenfree @JennifersWayJE @JWayBakeryNYC http://t.co/A8t2rosgRE”",1569,8.407828,United Kingdom,2,10,False,3600,"We deliver Gluten & Dairy Free Food in a crate to your door monthly. Helping you to discover new ingredients, recipes & foods #mycrate",noomie82~JennifersWayJE~JWayBakeryNYC,http://twitter.com/crateofnothing,False,None,en,1982,06/03/14,http://twitter.com/crateofnothing/status/473907971744100352,London,None,crateofnothing,http://twitter.com/CrateOfNothing/status/473907971744100352
